"","segment","repetition","frame","point","x","y"
"59994","s",2,12,4,106.67716104,62.43962335
"59995","s",2,12,5,104.02861618,60.81421857
"59996","s",2,12,6,101.10712986,59.93977866
"59997","s",2,12,7,98.16355775,59.08353634
"59998","s",2,12,8,95.23270848,57.96113822
"59999","s",2,12,9,92.2218019,56.91653683
"599910","s",2,12,10,89.11661503,56.16173767
"599911","s",2,12,11,85.94477473,55.72809666
"599912","s",2,12,12,82.74606722,55.71979131
"599913","s",2,12,13,79.56750231,56.0675575
"599914","s",2,12,14,76.42623529,56.65753802
"599915","s",2,12,15,73.3775362,57.60289159
"599916","s",2,12,16,70.49098967,59.02117843
"599917","s",2,12,17,67.76992631,60.72487056
"599918","s",2,12,18,65.19749047,62.57311391
"599919","s",2,12,19,62.70462444,64.41597753
"599920","s",2,12,20,60.32897701,66.35864609
"6199","s",2,13,1,114.94983659,66.1705185
"61991","s",2,13,2,112.21064671,64.85782398
"61992","s",2,13,3,109.45179748,63.61258865
"61993","s",2,13,4,106.72751417,62.31095649
"61994","s",2,13,5,103.95122719,61.0502013
"61995","s",2,13,6,101.09453985,59.98692446
"61996","s",2,13,7,98.20949689,58.86245389
"61997","s",2,13,8,95.26985287,57.71335264
"61998","s",2,13,9,92.24563004,56.66043858
"61999","s",2,13,10,89.12645485,55.89435475
"619910","s",2,13,11,85.93938665,55.44791938
"619911","s",2,13,12,82.72501158,55.44069853
"619912","s",2,13,13,79.53052787,55.78768466
"619913","s",2,13,14,76.37040126,56.36310893
"619914","s",2,13,15,73.29281082,57.26167776
"619915","s",2,13,16,70.28991385,58.36987781
"619916","s",2,13,17,67.41323689,59.76421427
"619917","s",2,13,18,64.78297795,61.62328773
"619918","s",2,13,19,62.2446521,63.50479161
"619919","s",2,13,20,59.98283346,65.75911354
"6399","s",2,14,1,114.2031281,67.41322274
"63991","s",2,14,2,111.79407724,65.6482625
"63992","s",2,14,3,109.29950027,63.94560484
"63993","s",2,14,4,106.70954996,62.35686025
"63994","s",2,14,5,104.02178673,60.83504364
"63995","s",2,14,6,101.22819565,59.48642377
"63996","s",2,14,7,98.32188956,58.32156325
"63997","s",2,14,8,95.31512196,57.41136827
"63998","s",2,14,9,92.24780314,56.63708267
"63999","s",2,14,10,89.12631265,55.89821869
"639910","s",2,14,11,85.93929522,55.44316528
"639911","s",2,14,12,82.72456107,55.43472707
"639912","s",2,14,13,79.52816462,55.76979634
"639913","s",2,14,14,76.36507683,56.33503167
"639914","s",2,14,15,73.28320209,57.22298059
"639915","s",2,14,16,70.27994228,58.33757911
"639916","s",2,14,17,67.4086077,59.75174666
"639917","s",2,14,18,64.76361714,61.57892379
"639918","s",2,14,19,62.20257213,63.42143295
"639919","s",2,14,20,59.77618706,65.40119485
"6599","s",2,15,1,115.06776864,65.97425094
"65991","s",2,15,2,112.54120019,64.23060037
"65992","s",2,15,3,109.99548698,62.42374619
"65993","s",2,15,4,107.40053414,60.59119518
"65994","s",2,15,5,104.67116314,58.85489598
"65995","s",2,15,6,101.9010657,56.96672833
"65996","s",2,15,7,98.94971745,55.30013662
"65997","s",2,15,8,95.89040491,53.57372784
"65998","s",2,15,9,92.6626197,52.17874877
"65999","s",2,15,10,89.29771313,51.24065756
"659910","s",2,15,11,85.84566143,50.57425811
"659911","s",2,15,12,82.35677987,50.55978176
"659912","s",2,15,13,78.91609271,51.13680387
"659913","s",2,15,14,75.62039256,52.40809427
"659914","s",2,15,15,72.49065863,54.03117667
"659915","s",2,15,16,69.54270284,55.94960178
"659916","s",2,15,17,66.80586644,58.12840951
"659917","s",2,15,18,64.374453,60.68718163
"659918","s",2,15,19,62.13120138,63.28005049
"659919","s",2,15,20,60.18715156,66.11299952
"6799","s",2,16,1,115.19546252,65.76173732
"67991","s",2,16,2,112.6925834,63.94335147
"67992","s",2,16,3,110.19235455,61.99327156
"67993","s",2,16,4,107.60468768,60.06952364
"67994","s",2,16,5,104.95927582,57.97635213
"67995","s",2,16,6,102.2649145,55.60422428
"67996","s",2,16,7,99.37999198,53.22943708
"67997","s",2,16,8,96.30755051,50.79100187
"67998","s",2,16,9,92.98599439,48.70320692
"67999","s",2,16,10,89.46661722,46.65093228
"679910","s",2,16,11,85.7510586,45.6549615
"679911","s",2,16,12,81.96306419,45.3410746
"679912","s",2,16,13,78.240419,46.02238649
"679913","s",2,16,14,74.74624508,47.79845963
"679914","s",2,16,15,71.49970785,50.04032848
"679915","s",2,16,16,68.51345543,52.61578736
"679916","s",2,16,17,65.84486686,55.54019063
"679917","s",2,16,18,63.42570766,58.51319863
"679918","s",2,16,19,61.30073796,61.63493726
"679919","s",2,16,20,59.44614561,64.82955169
"6999","s",2,17,1,115.67229068,64.96817948
"69991","s",2,17,2,113.36634933,62.66488393
"69992","s",2,17,3,110.97763243,60.27616703
"69993","s",2,17,4,108.49527642,57.79381102
"69994","s",2,17,5,105.87824492,55.17413372
"69995","s",2,17,6,103.11687905,52.41387392
"69996","s",2,17,7,100.12161091,49.66039016
"69997","s",2,17,8,96.85238533,47.15647715
"69998","s",2,17,9,93.31257981,45.19315691
"69999","s",2,17,10,89.56233836,44.04984819
"699910","s",2,17,11,85.71861475,43.96789859
"699911","s",2,17,12,81.92528203,44.84027159
"699912","s",2,17,13,78.29859328,46.46272854
"699913","s",2,17,14,74.91226779,48.67394584
"699914","s",2,17,15,71.7618145,51.0959085
"699915","s",2,17,16,68.92166725,53.93801801
"699916","s",2,17,17,66.29289287,56.74683983
"699917","s",2,17,18,64.01753004,59.86931785
"699918","s",2,17,19,61.98312636,62.98672008
"699919","s",2,17,20,60.31240166,66.32993702
"7199","s",2,18,1,115.01316014,66.06513275
"71991","s",2,18,2,112.51790915,64.274795
"71992","s",2,18,3,110.0558745,62.2917016
"71993","s",2,18,4,107.55288086,60.2019051
"71994","s",2,18,5,104.9393285,58.0371776
"71995","s",2,18,6,102.34382661,55.30872222
"71996","s",2,18,7,99.41912768,53.04109621
"71997","s",2,18,8,96.2977441,50.8564192
"71998","s",2,18,9,92.92334435,49.37655219
"71999","s",2,18,10,89.39531046,48.58859072
"719910","s",2,18,11,85.81073968,48.75834555
"719911","s",2,18,12,82.29709591,49.76867002
"719912","s",2,18,13,78.92560538,51.20880871
"719913","s",2,18,14,75.71993664,52.93301924
"719914","s",2,18,15,72.73719241,55.02404019
"719915","s",2,18,16,69.92302935,57.18150967
"719916","s",2,18,17,67.29874789,59.45586597
"719917","s",2,18,18,65.01550906,62.15611636
"719918","s",2,18,19,62.87371513,64.75093911
"719919","s",2,18,20,61.13601984,67.75647208
"7399","s",3,1,1,115.68208288,64.95188288
"73991","s",3,1,2,112.81922615,63.70304747
"73992","s",3,1,3,109.99434309,62.42624743
"73993","s",3,1,4,107.23762799,61.00746767
"73994","s",3,1,5,104.44173231,59.55450088
"73995","s",3,1,6,101.59828911,58.10053536
"73996","s",3,1,7,98.68091188,56.59376551
"73997","s",3,1,8,95.6275518,55.32718801
"73998","s",3,1,9,92.47522254,54.19284176
"73999","s",3,1,10,89.23196544,53.02725628
"739910","s",3,1,11,85.87347934,52.02077468
"739911","s",3,1,12,82.4418202,51.68699268
"739912","s",3,1,13,79.0275961,51.98081316
"739913","s",3,1,14,75.69421905,52.7974029
"739914","s",3,1,15,72.44571716,53.85018424
"739915","s",3,1,16,69.28651245,55.11978068
"739916","s",3,1,17,66.21320548,56.53222121
"739917","s",3,1,18,63.27948687,58.17814401
"739918","s",3,1,19,60.66650606,60.37855046
"739919","s",3,1,20,58.4095657,63.03415957
"7599","s",3,2,1,117.50092313,61.92489109
"75991","s",3,2,2,114.53048279,60.45594641
"75992","s",3,2,3,111.52198348,59.08587798
"75993","s",3,2,4,108.50191988,57.77683506
"75994","s",3,2,5,105.36785677,56.73046361
"75995","s",3,2,6,102.24270357,55.6873975
"75996","s",3,2,7,99.08752458,54.63693872
"75997","s",3,2,8,95.86927267,53.7146984
"75998","s",3,2,9,92.60484211,52.7997264
"75999","s",3,2,10,89.25708518,52.34466354
"759910","s",3,2,11,85.87265951,51.97814362
"759911","s",3,2,12,82.46331844,51.97195216
"759912","s",3,2,13,79.09044445,52.45653495
"759913","s",3,2,14,75.78596716,53.28121745
"759914","s",3,2,15,72.57836769,54.38440666
"759915","s",3,2,16,69.49990966,55.81099125
"759916","s",3,2,17,66.53922386,57.41027252
"759917","s",3,2,18,63.86145711,59.51168775
"759918","s",3,2,19,61.46238571,61.95515469
"759919","s",3,2,20,59.2959752,64.56945137
"7799","s",3,3,1,118.66247273,59.99179053
"77991","s",3,3,2,115.54564055,58.52968953
"77992","s",3,3,3,112.24604053,57.50264016
"77993","s",3,3,4,108.93939638,56.65895565
"77994","s",3,3,5,105.73288272,55.61738762
"77995","s",3,3,6,102.54050801,54.57220967
"77996","s",3,3,7,99.23642367,53.92036067
"77997","s",3,3,8,95.9097282,53.4448246
"77998","s",3,3,9,92.59875127,52.86518905
"77999","s",3,3,10,89.26205395,52.20964438
"779910","s",3,3,11,85.87624924,52.16480803
"779911","s",3,3,12,82.52511149,52.7910199
"779912","s",3,3,13,79.24483114,53.6251433
"779913","s",3,3,14,76.01540113,54.49108969
"779914","s",3,3,15,72.92521808,55.78127446
"779915","s",3,3,16,69.98617014,57.38602773
"779916","s",3,3,17,67.01373527,58.68825372
"779917","s",3,3,18,64.36659081,60.66916599
"779918","s",3,3,19,62.04246772,63.10427283
"779919","s",3,3,20,59.93338596,65.67346876
"79991","s",3,4,1,118.38513904,60.45334113
"79992","s",3,4,2,115.31351522,58.97014621
"79993","s",3,4,3,112.16403954,57.68194517
"79994","s",3,4,4,108.97472825,56.56867248
"79995","s",3,4,5,105.76296665,55.52565248
"79996","s",3,4,6,102.49012292,54.76088664
"79997","s",3,4,7,99.17574133,54.2123949
"79998","s",3,4,8,95.843333,53.88773865
"79999","s",3,4,9,92.52850296,53.62019844
"799910","s",3,4,10,89.22348158,53.25779304
"799911","s",3,4,11,85.89166213,52.9662702
"799912","s",3,4,12,82.5543834,53.17901945
"799913","s",3,4,13,79.27659174,53.86555072
"799914","s",3,4,14,76.0906147,54.88771277
"799915","s",3,4,15,73.01746475,56.15277875
"799916","s",3,4,16,70.0314171,57.53258624
"799917","s",3,4,17,67.12313707,58.98290088
"799918","s",3,4,18,64.34874724,60.6282787
"799919","s",3,4,19,61.85489582,62.73270076
"799920","s",3,4,20,59.81256321,65.4641996
"8199","s",3,5,1,118.33333152,60.53956141
"81991","s",3,5,2,115.09986871,59.37553941
"81992","s",3,5,3,111.83175083,58.40853441
"81993","s",3,5,4,108.56233651,57.62245302
"81994","s",3,5,5,105.22452494,57.16752626
"81995","s",3,5,6,101.99325661,56.62150117
"81996","s",3,5,7,98.81560393,55.94555896
"81997","s",3,5,8,95.62877578,55.31902296
"81998","s",3,5,9,92.42279377,54.75633167
"81999","s",3,5,10,89.18274246,54.36482004
"819910","s",3,5,11,85.9129814,54.0748604
"819911","s",3,5,12,82.63029277,54.18519934
"819912","s",3,5,13,79.36824772,54.55932781
"819913","s",3,5,14,76.16006986,55.25397011
"819914","s",3,5,15,73.08916663,56.44154313
"819915","s",3,5,16,70.11783062,57.81248652
"819916","s",3,5,17,67.22519263,59.25776274
"819917","s",3,5,18,64.47110644,60.90865616
"819918","s",3,5,19,61.99638305,63.01298103
"819919","s",3,5,20,59.9481739,65.69908199
"8399","s",3,6,1,118.15119225,60.84268539
"83991","s",3,6,2,114.77606945,59.98994692
"83992","s",3,6,3,111.40214701,59.34791484
"83993","s",3,6,4,108.08376137,58.84535138
"83994","s",3,6,5,104.92160593,58.09121917
"83995","s",3,6,6,101.79400027,57.36765608
"83996","s",3,6,7,98.65861134,56.70108706
"83997","s",3,6,8,95.54313604,55.89031494
"83998","s",3,6,9,92.39836329,55.01890377
"83999","s",3,6,10,89.18371746,54.33832557
"839910","s",3,6,11,85.91272699,54.0616314
"839911","s",3,6,12,82.63032333,54.18560443
"839912","s",3,6,13,79.38998052,54.72383122
"839913","s",3,6,14,76.25906872,55.77601996
"839914","s",3,6,15,73.24197441,57.05694468
"839915","s",3,6,16,70.30937212,58.43290469
"839916","s",3,6,17,67.45762115,59.88375248
"839917","s",3,6,18,64.76661066,61.58578325
"839918","s",3,6,19,62.34890925,63.71132065
"839919","s",3,6,20,60.18036027,66.10123677
"8599","s",3,7,1,117.95026543,61.17707641
"85991","s",3,7,2,114.42890291,60.64869372
"85992","s",3,7,3,110.94998697,60.33661715
"85993","s",3,7,4,107.8097847,59.54544127
"85994","s",3,7,5,104.78522267,58.50709353
"85995","s",3,7,6,101.76049542,57.49312162
"85996","s",3,7,7,98.65944099,56.69709437
"85997","s",3,7,8,95.51273892,56.09309031
"85998","s",3,7,9,92.34963319,55.5426414
"85999","s",3,7,10,89.15334566,55.16363565
"859910","s",3,7,11,85.92870371,54.8924126
"859911","s",3,7,12,82.69382607,55.02733415
"859912","s",3,7,13,79.50399708,55.58686353
"859913","s",3,7,14,76.38299562,56.42952264
"859914","s",3,7,15,73.38939838,57.65066405
"859915","s",3,7,16,70.49007133,59.01820384
"859916","s",3,7,17,67.67367408,60.46563856
"859917","s",3,7,18,64.96798381,62.04721561
"859918","s",3,7,19,62.39843428,63.80942767
"859919","s",3,7,20,60.13572324,66.0239239
"8799","s",3,8,1,117.93054097,61.20990269
"87991","s",3,8,2,114.41009482,60.68438199
"87992","s",3,8,3,110.93263286,60.37456399
"87993","s",3,8,4,107.67797862,59.88224404
"87994","s",3,8,5,104.57682376,59.14256565
"87995","s",3,8,6,101.50665118,58.44369175
"87996","s",3,8,7,98.43415729,57.78127392
"87997","s",3,8,8,95.34941917,57.18257589
"87998","s",3,8,9,92.27185069,56.37862627
"87999","s",3,8,10,89.13271431,55.72426281
"879910","s",3,8,11,85.93943967,55.4506764
"879911","s",3,8,12,82.7356003,55.58105222
"879912","s",3,8,13,79.57683089,56.13816888
"879913","s",3,8,14,76.49010002,56.99431538
"879914","s",3,8,15,73.45843002,57.92867464
"879915","s",3,8,16,70.47689982,58.97554027
"879916","s",3,8,17,67.55682477,60.15093334
"879917","s",3,8,18,64.82833558,61.72722153
"879918","s",3,8,19,62.30296839,63.62031373
"879919","s",3,8,20,60.10601094,65.97246118
"8999","s",3,9,1,117.17685215,62.46422388
"89991","s",3,9,2,113.74017903,61.9555439
"89992","s",3,9,3,110.47569071,61.37372296
"89993","s",3,9,4,107.37012915,60.66888876
"89994","s",3,9,5,104.31406204,59.94380667
"89995","s",3,9,6,101.28996928,59.25510016
"89996","s",3,9,7,98.3024661,58.41503882
"89997","s",3,9,8,95.29658304,57.53503904
"89998","s",3,9,9,92.24295172,56.68922435
"89999","s",3,9,10,89.12179816,56.02089355
"899910","s",3,9,11,85.94503661,55.7417144
"899911","s",3,9,12,82.75710993,55.86616264
"899912","s",3,9,13,79.59293628,56.26007636
"899913","s",3,9,14,76.45322136,56.79984348
"899914","s",3,9,15,73.39195768,57.66097113
"899915","s",3,9,16,70.3967123,58.7158065
"899916","s",3,9,17,67.54972736,60.13181819
"899917","s",3,9,18,64.81900965,61.70585184
"899918","s",3,9,19,62.2085142,63.43320395
"899919","s",3,9,20,59.90077396,65.61698366
"9199","s",3,10,1,116.2696271,63.97406665
"91991","s",3,10,2,113.20274065,62.97533059
"91992","s",3,10,3,110.24440779,61.87945088
"91993","s",3,10,4,107.28856894,60.87729875
"91994","s",3,10,5,104.30292044,59.97778081
"91995","s",3,10,6,101.31963507,59.14401073
"91996","s",3,10,7,98.35181421,58.17755066
"91997","s",3,10,8,95.332737,57.29386056
"91998","s",3,10,9,92.26644408,56.43673502
"91999","s",3,10,10,89.13073159,55.77814047
"919910","s",3,10,11,85.94018722,55.489549
"919911","s",3,10,12,82.73751926,55.6064881
"919912","s",3,10,13,79.5582924,55.99784437
"919913","s",3,10,14,76.40303792,56.53521156
"919914","s",3,10,15,73.32362531,57.38577671
"919915","s",3,10,16,70.30693781,58.42501976
"919916","s",3,10,17,67.44010205,59.83656904
"919917","s",3,10,18,64.68821788,61.40615172
"919918","s",3,10,19,62.04688632,63.11302589
"919919","s",3,10,20,59.71283782,65.29147178
"9399","s",3,11,1,115.1972457,65.75876967
"93991","s",3,11,2,112.53017571,64.25151927
"93992","s",3,11,3,109.89265922,62.64859146
"93993","s",3,11,4,107.14107414,61.25419077
"93994","s",3,11,5,104.26075631,60.10635217
"93995","s",3,11,6,101.32105267,59.13870225
"93996","s",3,11,7,98.35440564,58.16507935
"93997","s",3,11,8,95.3318745,57.29961413
"93998","s",3,11,9,92.26554303,56.44641925
"93999","s",3,11,10,89.12949183,55.811829
"939910","s",3,11,11,85.94122051,55.5432794
"939911","s",3,11,12,82.7340088,55.55995681
"939912","s",3,11,13,79.53176523,55.7970507
"939913","s",3,11,14,76.36359154,56.32719926
"939914","s",3,11,15,73.27126467,57.17490514
"939915","s",3,11,16,70.24041018,58.20953148
"939916","s",3,11,17,67.34719291,59.58634084
"939917","s",3,11,18,64.5739116,61.14422694
"939918","s",3,11,19,61.90555163,62.83304779
"939919","s",3,11,20,59.43494335,64.81014899
"9599","s",3,12,1,114.48553274,66.94323284
"95991","s",3,12,2,112.0416998,65.1783999
"95992","s",3,12,3,109.53645234,63.42748063
"95993","s",3,12,4,106.95019903,61.74193206
"95994","s",3,12,5,104.26901405,60.0811718
"95995","s",3,12,6,101.55312367,58.26966633
"95996","s",3,12,7,98.67433144,56.62543393
"95997","s",3,12,8,95.66310885,55.08999136
"95998","s",3,12,9,92.52624831,53.64443084
"95999","s",3,12,10,89.2437536,52.70693015
"959910","s",3,12,11,85.87740661,52.22499036
"959911","s",3,12,12,82.48194867,52.21889607
"959912","s",3,12,13,79.14084439,52.8380302
"959913","s",3,12,14,75.89581574,53.86048102
"959914","s",3,12,15,72.77157417,55.16250558
"959915","s",3,12,16,69.74612065,56.60848829
"959916","s",3,12,17,66.91206078,58.41441818
"959917","s",3,12,18,64.34684377,60.62391703
"959918","s",3,12,19,61.90530314,62.83255555
"959919","s",3,12,20,59.66798128,65.21377872
"9799","s",3,13,1,115.13341426,65.86500068
"97991","s",3,13,2,112.73471925,63.86339891
"97992","s",3,13,3,110.28451641,61.79174856
"97993","s",3,13,4,107.76753062,59.65341269
"97994","s",3,13,5,105.07774003,57.61511845
"97995","s",3,13,6,102.34470716,55.30542481
"97996","s",3,13,7,99.4160229,53.05603796
"97997","s",3,13,8,96.30889482,50.78203418
"97998","s",3,13,9,92.98625214,48.70043661
"97999","s",3,13,10,89.4523021,47.03992508
"979910","s",3,13,11,85.75911424,46.0738501
"979911","s",3,13,12,81.99659824,45.785569
"979912","s",3,13,13,78.28701961,46.37512331
"979913","s",3,13,14,74.70007778,47.55500601
"979914","s",3,13,15,71.35366749,49.45218132
"979915","s",3,13,16,68.20223872,51.60773164
"979916","s",3,13,17,65.34257998,54.18740294
"979917","s",3,13,18,62.73338456,56.9267891
"979918","s",3,13,19,60.47046766,59.99020662
"979919","s",3,13,20,58.51208532,63.21172709
"99991","s",3,14,1,115.16979339,65.80445699
"99992","s",3,14,2,112.90441771,63.5413969
"99993","s",3,14,3,110.55833898,61.19300258
"99994","s",3,14,4,108.11214982,58.77281064
"99995","s",3,14,5,105.48490062,56.37356102
"99996","s",3,14,6,102.75769666,53.75890366
"99997","s",3,14,7,99.81374542,51.14199521
"99998","s",3,14,8,96.60844787,48.78375332
"99999","s",3,14,9,93.1851457,46.56278353
"999910","s",3,14,10,89.53344112,44.83508906
"999911","s",3,14,11,85.71299807,43.67583408
"999912","s",3,14,12,81.81796066,43.41772517
"999913","s",3,14,13,77.97629782,44.0231583
"999914","s",3,14,14,74.25856878,45.22680029
"999915","s",3,14,15,70.75922343,47.05818149
"999916","s",3,14,16,67.50966807,49.36444011
"999917","s",3,14,17,64.58279873,52.14111675
"999918","s",3,14,18,61.93989773,55.10857002
"999919","s",3,14,19,59.83728329,58.73589493
"999920","s",3,14,20,58.14000778,62.56727598
"10199","s",3,15,1,116.20646585,64.0791823
"101991","s",3,15,2,113.77172249,61.89569035
"101992","s",3,15,3,111.25931023,59.66024463
"101993","s",3,15,4,108.69382427,57.28646365
"101994","s",3,15,5,106.05204821,54.64415421
"101995","s",3,15,6,103.2648349,51.85982388
"101996","s",3,15,7,100.23874961,49.09665921
"101997","s",3,15,8,96.93545083,46.60235761
"101998","s",3,15,9,93.37824214,44.48743637
"101999","s",3,15,10,89.58930708,43.31701226
"1019910","s",3,15,11,85.69865307,42.92990178
"1019911","s",3,15,12,81.82691566,43.53642377
"1019912","s",3,15,13,78.07310585,44.75593308
"1019913","s",3,15,14,74.53243029,46.6709519
"1019914","s",3,15,15,71.23397499,48.97014465
"1019915","s",3,15,16,68.22221911,51.67244971
"1019916","s",3,15,17,65.51511627,54.65208753
"1019917","s",3,15,18,63.10515471,57.77867417
"1019918","s",3,15,19,61.0475156,61.13331438
"1019919","s",3,15,20,59.35813723,64.67711815
"10399","s",4,1,1,115.04432235,66.01327126
"103991","s",4,1,2,112.33647755,64.61906057
"103992","s",4,1,3,109.57865937,63.33518989
"103993","s",4,1,4,106.81609677,62.08460223
"103994","s",4,1,5,104.06349878,60.70785083
"103995","s",4,1,6,101.29428026,59.23895682
"103996","s",4,1,7,98.41029325,57.8961198
"103997","s",4,1,8,95.44107679,56.57113938
"103998","s",4,1,9,92.37617633,55.25736306
"103999","s",4,1,10,89.19721977,53.97141995
"1039910","s",4,1,11,85.89143509,52.95446378
"1039911","s",4,1,12,82.49108007,52.33993291
"1039912","s",4,1,13,79.0777687,52.36058759
"1039913","s",4,1,14,75.74817841,53.08194635
"1039914","s",4,1,15,72.50907315,54.1053373
"1039915","s",4,1,16,69.351716,55.33098017
"1039916","s",4,1,17,66.24715553,56.62365742
"1039917","s",4,1,18,63.17605763,57.94114321
"1039918","s",4,1,19,60.24953913,59.55255644
"1039919","s",4,1,20,57.68191617,61.77384551
"10599","s",4,2,1,117.89658696,61.26641041
"105991","s",4,2,2,114.82415939,59.89869649
"105992","s",4,2,3,111.71686473,58.65974669
"105993","s",4,2,4,108.63715515,57.4312697
"105994","s",4,2,5,105.485046,56.37311772
"105995","s",4,2,6,102.29670814,55.48516669
"105996","s",4,2,7,99.0482073,54.82615346
"105997","s",4,2,8,95.78225658,54.29517178
"105998","s",4,2,9,92.51612251,53.75326011
"105999","s",4,2,10,89.22585991,53.19316542
"1059910","s",4,2,11,85.89033255,52.89713249
"1059911","s",4,2,12,82.53844103,52.96770315
"1059912","s",4,2,13,79.24007732,53.58915993
"1059913","s",4,2,14,76.0014578,54.41756246
"1059914","s",4,2,15,72.81175638,55.32433107
"1059915","s",4,2,16,69.74385093,56.60113647
"1059916","s",4,2,17,66.77327026,58.04061962
"1059917","s",4,2,18,63.98795275,59.80154358
"1059918","s",4,2,19,61.58432672,62.19671472
"1059919","s",4,2,20,59.58115054,65.06338488
"10799","s",4,3,1,117.72984642,61.54390716
"107991","s",4,3,2,114.6794104,60.173357
"107992","s",4,3,3,111.77918172,58.52348309
"107993","s",4,3,4,108.83605377,56.92302602
"107994","s",4,3,5,105.71460391,55.67312532
"107995","s",4,3,6,102.44561212,54.92756618
"107996","s",4,3,7,99.11640452,54.49795378
"107997","s",4,3,8,95.80551701,54.1400044
"107998","s",4,3,9,92.51225057,53.79487465
"107999","s",4,3,10,89.21674778,53.44077421
"1079910","s",4,3,11,85.89844196,53.31881764
"1079911","s",4,3,12,82.58166721,53.54066679
"1079912","s",4,3,13,79.3078661,54.10227765
"1079913","s",4,3,14,76.10491485,54.96312164
"1079914","s",4,3,15,72.98858532,56.03647285
"1079915","s",4,3,16,69.9315728,57.20918258
"1079916","s",4,3,17,66.97787012,58.59165964
"1079917","s",4,3,18,64.24886193,60.39939855
"1079918","s",4,3,19,61.75879142,62.54232197
"1079919","s",4,3,20,59.53657551,64.98617939
"10999","s",4,4,1,117.72918188,61.54501311
"109991","s",4,4,2,114.65904347,60.21200314
"109992","s",4,4,3,111.51396707,59.10340682
"109993","s",4,4,4,108.42144554,57.98247033
"109994","s",4,4,5,105.32757465,56.85329611
"109995","s",4,4,6,102.15240861,56.02552491
"109996","s",4,4,7,98.92768903,55.40614855
"109997","s",4,4,8,95.69224597,54.89562126
"109998","s",4,4,9,92.46210145,54.33386354
"109999","s",4,4,10,89.20494975,53.76136874
"1099910","s",4,4,11,85.90150421,53.47805275
"1099911","s",4,4,12,82.60070377,53.79299664
"1099912","s",4,4,13,79.34483542,54.38211173
"1099913","s",4,4,14,76.16122496,55.26006128
"1099914","s",4,4,15,73.07352302,56.37854176
"1099915","s",4,4,16,70.07363233,57.66932472
"1099916","s",4,4,17,67.19977778,59.189314
"1099917","s",4,4,18,64.38683743,60.71555968
"1099918","s",4,4,19,61.74257359,62.51019512
"1099919","s",4,4,20,59.39902146,64.74793103
"11199","s",4,5,1,117.51275635,61.90519774
"111991","s",4,5,2,114.33888207,60.81950783
"111992","s",4,5,3,111.1840052,59.82490815
"111993","s",4,5,4,108.07127506,58.87725752
"111994","s",4,5,5,104.96501403,57.95885456
"111995","s",4,5,6,101.89371527,56.99425347
"111996","s",4,5,7,98.79677792,56.0361593
"111997","s",4,5,8,95.68235524,54.9616011
"111998","s",4,5,9,92.49056511,54.02794398
"111999","s",4,5,10,89.21234193,53.56049684
"1119910","s",4,5,11,85.90076989,53.4398684
"1119911","s",4,5,12,82.60232195,53.81444565
"1119912","s",4,5,13,79.32680995,54.24567043
"1119913","s",4,5,14,76.10658802,54.97194476
"1119914","s",4,5,15,73.0194907,56.16093782
"1119915","s",4,5,16,70.061728,57.63076564
"1119916","s",4,5,17,67.20617378,59.20654009
"1119917","s",4,5,18,64.44648457,60.85223689
"1119918","s",4,5,19,61.79453282,62.61312418
"1119919","s",4,5,20,59.38577765,64.7249923
"11399","s",4,6,1,117.64325545,61.68801555
"113991","s",4,6,2,114.26885792,60.95237831
"113992","s",4,6,3,110.97375274,60.28465042
"113993","s",4,6,4,107.87415108,59.38096647
"113994","s",4,6,5,104.79768404,58.46909497
"113995","s",4,6,6,101.7547459,57.51465186
"113996","s",4,6,7,98.66591598,56.6659334
"113997","s",4,6,8,95.55997505,55.77798401
"113998","s",4,6,9,92.41864712,54.80089869
"113999","s",4,6,10,89.19768214,53.95885563
"1139910","s",4,6,11,85.90139872,53.47256724
"1139911","s",4,6,12,82.58231321,53.54922958
"1139912","s",4,6,13,79.31502521,54.15646753
"1139913","s",4,6,14,76.108626,54.98269163
"1139914","s",4,6,15,73.02208023,56.1713666
"1139915","s",4,6,16,70.06576626,57.64384591
"1139916","s",4,6,17,67.21265822,59.22400435
"1139917","s",4,6,18,64.51617278,61.0119225
"1139918","s",4,6,19,61.958129,62.93720135
"1139919","s",4,6,20,59.59218472,65.08249646
"11599","s",4,7,1,117.5040943,61.9196135
"115991","s",4,7,2,114.14505667,61.18729057
"115992","s",4,7,3,110.85222327,60.55038924
"115993","s",4,7,4,107.67822481,59.88161495
"115994","s",4,7,5,104.63007642,58.98018199
"115995","s",4,7,6,101.62012456,58.01876817
"115996","s",4,7,7,98.63428723,56.81814703
"115997","s",4,7,8,95.56223533,55.76290593
"115998","s",4,7,9,92.42016894,54.78454257
"115999","s",4,7,10,89.19812541,53.94681048
"1159910","s",4,7,11,85.90135991,53.47054928
"1159911","s",4,7,12,82.58190329,53.54379606
"1159912","s",4,7,13,79.31553248,54.16030718
"1159913","s",4,7,14,76.10938208,54.98667867
"1159914","s",4,7,15,73.02418047,56.17982488
"1159915","s",4,7,16,70.06795323,57.65092967
"1159916","s",4,7,17,67.2171395,59.23607359
"1159917","s",4,7,18,64.52156501,61.02427842
"1159918","s",4,7,19,62.10507174,63.22828877
"1159919","s",4,7,20,59.79322496,65.43070508
"11799","s",4,8,1,117.49953935,61.92719403
"117991","s",4,8,2,113.94360855,61.56953739
